ID,英文詞彙,中文詞彙,更新日期
21412007,hopper,给料斗；底卸式车,2026-08-07
21412008,hordein,大麦蛋白,2026-08-07
21412009,hordenine,大麦芽碱,2026-08-07
21412010,hormone,激素；荷尔蒙,2026-08-07
21412011,hormone-sensitive lipase,激素敏感脂解酶,2026-08-07
21412012,horned melon,刺角瓜,2026-08-07
21412013,horse mackerel,竹䇲鱼,2026-08-07
21412014,horseradish,辣根,2026-08-07
21412015,horseradish tree,辣木,2026-08-07
21412016,Hortvet freezing test,霍氏冰点试验,2026-08-07
21412017,hosta,玉簪花属 {百合科},2026-08-07
21412018,hot breads,美式热面包,2026-08-07
21412019,hot dog,热狗,2026-08-07
21412020,hot marination,热腌,2026-08-07
21412021,hot sauce,辣酱,2026-08-07
21412022,hot smoking,高温熏制,2026-08-07
21412023,hotch-potch,什锦大麦浓汤,2026-08-07
21412024,hotpot,什锦炖肉,2026-08-07
21412025,hot-water crust,热水饼皮,2026-08-07
21412026,Hovis,胚芽面包；胚芽面粉烘制品,2026-08-07
21412027,Howard mould count,霍华德霉菌计测法,2026-08-07
21412028,HTST pasteurization,高温短时巴氏杀菌,2026-08-07
21412029,huckleberry,酸越橘,2026-08-07
21412030,huitlacoche,玉米蘑菇；墨西哥松露,2026-08-07
21412031,hull,外皮；壳；荚,2026-08-07
21412032,Human chorionic gonadotrophin (HCG),人绒毛膜促性腺激素,2026-08-07
21412033,Human growth hormone (hGH),人类生长激素,2026-08-07
21412034,humanized milk,母乳化牛奶,2026-08-07
21412035,humble pie,鹿内脏馅饼,2026-08-07
21412036,humbug,薄荷糖,2026-08-07
21412037,humectants,保湿性；润湿剂,2026-08-07
21412038,humidity,湿度,2026-08-07
21412039,hummus,鹰嘴豆泥,2026-08-07
21412040,humulones,蛇麻草酮,2026-08-07
21412041,husk,外皮；壳；荚,2026-08-07
21412042,hyacinth bean,肉豆；鹊豆,2026-08-07
21412043,hydrocolloids,水胶体,2026-08-07
21412044,hydrocooling,水冷,2026-08-07
21412045,hydrodyne process,水力嫩肉法,2026-08-07
21412046,hydrogen breath test,氢气呼吸测试,2026-08-07
21412047,hydrogen breath test (HBT),氢呼气试验,2026-08-07
21412048,hydrogen peroxide,过氧化氢,2026-08-07
21412049,hydrogen swells,氢膨罐；氢膨,2026-08-07
21412050,hydrogenated fats,氢化脂肪,2026-08-07
21412051,hydrogenated oil,氢化油,2026-08-07
21412052,Hydrogenated starch hydrolysates (HSH),氢化淀粉水解物,2026-08-07
21412053,hydrogenated syrup,氢化糖浆,2026-08-07
21412054,hydrogenation,氢化,2026-08-07
21412055,hydrogen-ion concentration,氢离子浓度,2026-08-07
21412056,Hydrolysed vegetable protein (HVP),植物蛋白水解物,2026-08-07
21412057,hydrolysis,水解,2026-08-07
21412058,hydromel,蜂蜜酒,2026-08-07
21412059,hydrophilic,亲水性的,2026-08-07
21412060,hydrophobic,疏水性的,2026-08-07
21412061,hydrophobin,疏水蛋白,2026-08-07
21412062,hydroponics,水耕法,2026-08-07
21412063,hydroxyapatite,羟磷灰石,2026-08-07
21412064,hydroxybenzoic acid esters,羟苯甲酸酯类,2026-08-07
21412065,hydroxycholecalciferol,羟胆促钙醇,2026-08-07
21412066,hydroxylysine,羟离胺酸,2026-08-07
21412067,hydroxy-methylbutyrate,羟基甲基丁酸,2026-08-07
21412068,hydroxyproline,羟脯胺酸,2026-08-07
21412069,hydroxyproline index,羟脯胺酸指数,2026-08-07
21412070,hygienomics,卫生经济学,2026-08-07
21412071,hygrometer,湿度计,2026-08-07
21412072,hygroscopic,吸湿性的,2026-08-07
21412073,hygroscopic foods,吸湿性食品,2026-08-07
21412074,hyperalimentation,高滋养；高滋养疗法,2026-08-07
21412075,hyperammonaemia,高氨血症,2026-08-07
21412076,hyperchlorhydria,胃酸过多症,2026-08-07
21412077,hypercholesterolaemia,高血胆固醇症,2026-08-07
21412078,hyperfiltration,超微过滤,2026-08-07
21412079,hyperglycaemia,高血糖症,2026-08-07
21412080,hyperinsulinaemia,高胰岛素血症,2026-08-07
21412081,hyperkalaemia,高钾血症,2026-08-07
21412082,hyperkinetic syndrome,多动综合症,2026-08-07
21412083,hyperlipidaemia,高血脂症,2026-08-07
21412084,hyperlipoproteinaemia,高血脂蛋白症,2026-08-07
21412085,hyperoxaluria,高草酸盐尿症,2026-08-07
21412086,hyperphagia,多食症；嗜食症,2026-08-07
21412087,hyperphosphataemia,高磷血症,2026-08-07
21412088,hyperplasia,增生,2026-08-07
21412089,hypersalivation,流涎过多,2026-08-07
21412090,hypertension,高血压；张力过度,2026-08-07
21412091,hyperthyroidism,甲状腺机能亢进症,2026-08-07
21412092,hypertonic,高张性的；高渗压的,2026-08-07
21412093,hypertrophy,营养过度；异常肥大,2026-08-07
21412094,hypervitaminosis,维生素过多症,2026-08-07
21412095,hypo‐,不足；不全；低下,2026-08-07
21412096,hypoallergenic formula,低过敏原婴儿配方奶粉,2026-08-07
21412097,hypocalcaemia,低血钙症,2026-08-07
21412098,hypochlorhydria,胃酸过少症,2026-08-07
21412099,hypocretins,下视丘分泌素,2026-08-07
21412100,hypogeusia,味觉迟钝；味觉减退,2026-08-07
21412101,hypoglycaemia,低血糖症,2026-08-07
21412102,hypoglycaemic agents,降血糖药,2026-08-07
21412103,hypokalaemia,低钾血症,2026-08-07
21412104,hypophosphataemia,低磷血症,2026-08-07
21412105,hypoplasia,发育不全,2026-08-07
21412106,hypoproteinaemia,低蛋白血症,2026-08-07
21412107,hyposite,低能量食物,2026-08-07
21412108,hypothermia,低[体]温法；低[体]温症,2026-08-07
21412109,hypothyroidism,甲状腺机能减退症,2026-08-07
21412110,hypotonia,低渗压；张力衰弱,2026-08-07
21412111,hypotonic,低渗透压,2026-08-07
21412112,hypovitaminosis,维生素缺乏症,2026-08-07
21412113,hypoxanthine,次黄嘌呤,2026-08-07
21412114,hyssop,牛膝草,2026-08-07
21412115,iatrogenic,医原性的；受医师影响的,2026-08-07
21412116,ice lolly,糖衣雪糕,2026-08-07
21412117,ice wine,冰酒,2026-08-07
21412118,icefish,银鱼类；冰鱼类,2026-08-07
21412119,Iceland moss,冰岛苔,2026-08-07
21412120,ichthyosarcotoxins,鱼肉毒素,2026-08-07
21412121,icing,包冰；糖霜；霜饰,2026-08-07
21412122,icing sugar,糖粉,2026-08-07
21412123,icterus,黄疸,2026-08-07
21412124,idiopathic hypercalcaemia,特发性高钙血症,2026-08-07
21412125,ileitis,回肠炎,2026-08-07
21412126,ileostomy,回肠造口术,2026-08-07
21412127,ileum,回肠,2026-08-07
21412128,ileus,肠阻塞,2026-08-07
21412129,illipé butter,婆罗树脂,2026-08-07
21412130,immune system,免疫系统,2026-08-07
21412131,immunoassay,免疫检定[法],2026-08-07
21412132,immunoglobulins,免疫球蛋白,2026-08-07
21412133,immunomagnetic separation,免疫磁分离,2026-08-07
21412134,immunonutrition,免疫营养,2026-08-07
21412135,Impaired glucose tolerance (IGT),葡萄糖耐受性异常,2026-08-07
21412136,in silico,电脑模拟,2026-08-07
21412137,in vitro,试管内；体外,2026-08-07
21412138,in vivo,体内,2026-08-07
21412139,inanition,饿虚；饿伤,2026-08-07
21412140,inborn errors of metabolism,先天性代谢障碍；遗传性代谢缺陷,2026-08-07
21412141,Inca wheat,尾穗苋,2026-08-07
21412142,incaparina,因卡榖物混合物,2026-08-07
21412143,incidence,发生；发病,2026-08-07
21412144,incretins,肠促胰岛素,2026-08-07
21412145,index of nutritional quality (INQ),营养品质指数,2026-08-07
21412146,Indian grams,印度干小豆,2026-08-07
21412147,Indian gum,印度胶,2026-08-07
21412148,Indian saffron,印度番红花,2026-08-07
21412149,indigenous antimicrobial agent,内生性抗微生物剂,2026-08-07
21412150,indigestion,消化不良,2026-08-07
21412151,indigo carmine,食用蓝色二号,2026-08-07
21412152,induction,诱发；诱导；感应,2026-08-07
21412153,induction period,诱导期,2026-08-07
21412154,infant formula,婴儿配方奶；婴儿配方奶粉,2026-08-07
21412155,infarction,梗塞形成,2026-08-07
21412156,infuse,注入,2026-08-07
21412157,infusion,浸出液；浸出；注入,2026-08-07
21412158,ingredient,配料；组分,2026-08-07
21412159,inhibited starch,稳化淀粉,2026-08-07
21412160,inorganic,无机的,2026-08-07
21412161,Inosine monophosphate (IMP),次黄嘌呤核苷酸；肉苷一磷酸；肉苷酸,2026-08-07
21412162,inositol,肌醇,2026-08-07
21412163,insoluble fiber,不可溶性纤维,2026-08-07
21412164,instant food,速食食品；即食食品,2026-08-07
21412165,instant milk,即溶乳,2026-08-07
21412166,instantization,即食化,2026-08-07
21412167,Institute of Medicine (IoM),医学研究所,2026-08-07
21412168,insulin,胰岛素,2026-08-07
21412169,insulin resistance,胰岛素抗性,2026-08-07
21412170,insulinaemic index,胰岛素血症指数,2026-08-07
21412171,Insulin-dependent diabetes mellitus (IDDM),胰岛素依赖型糖尿病,2026-08-07
21412172,insulin-like growth factor (IGF),类胰岛素生长因子,2026-08-07
21412173,insulinoma,胰岛素瘤,2026-08-07
21412174,intelligent packaging,智慧包装,2026-08-07
21412175,intense sweetener,高强度甜味剂,2026-08-07
21412176,interesterification,交酯化[作用],2026-08-07
21412177,interferon-γ (IFN-γ),γ型干扰素,2026-08-07
21412178,interleukins-1 (IL‐1),介白素-1,2026-08-07
21412179,interleukins-2 (IL‐2),介白素-2,2026-08-07
21412180,interleukins-3 (IL‐3),介白素-3,2026-08-07
21412181,interleukins-4 (IL‐4),介白素-4,2026-08-07
21412182,intermediate moisture food,中湿性食品；半湿性食品,2026-08-07
21412183,international Agency for Research on Cancer (IARC),国际癌症研究署,2026-08-07
21412184,International Association for the Study of Obesity (IASO),国际肥胖研究署,2026-08-07
21412185,International Life Sciences Institute (ILSI),国际生命科学会,2026-08-07
21412186,International Network of Food Data Systems (INFOODS),国际食品数据网络系统 ,2026-08-07
21412187,International Nutritional Anemia Consultative Group (INACG),国际营养性贫血咨询小组,2026-08-07
21412188,International Obesity Task Force (IOTF),国际肥胖任务小组,2026-08-07
21412189,International Organization for Standardization (ISO),国际标准组织,2026-08-07
21412190,International Rice Research Institute (IRRI),国际水稻研究中心,2026-08-07
21412191,International Statistical Classification of Diseases and Related Health Problems (ICD),国际疾病分类标准,2026-08-07
21412192,International Union of Food Science and Technology (IUFoST),国际食品科技联盟,2026-08-07
21412193,International Union of Nutritional Sciences (IUNS),国际营养科学联盟,2026-08-07
21412194,international units,国际单位,2026-08-07
21412195,intervention study,介入性研究；处遇研究,2026-08-07
21412196,intestinal flora,肠内菌丛,2026-08-07
21412197,intestinal juice,肠液,2026-08-07
21412198,intestinal phase of eating,肠消化期,2026-08-07
21412199,intestinal villi,肠绒毛,2026-08-07
21412200,intestine,肠,2026-08-07
21412201,intolerance ,不耐性；不耐量；不耐症,2026-08-07
21412202,Intracellular fluid (ICF),胞内液,2026-08-07
21412203,intracellular water,细胞内液,2026-08-07
21412204,Intrauterine growth retardation (IUGR),子宫内胎儿生长迟滞,2026-08-07
21412205,intravenous nutrition,静脉营养,2026-08-07
21412206,intrinsic factor,内在因子,2026-08-07
21412207,intrinsic sugar,内源性糖,2026-08-07
21412208,inulin,菊糖,2026-08-07
21412209,inversion,转化；内翻,2026-08-07
21412210,invert sugar,转化糖,2026-08-07
21412211,invertase,转化酶,2026-08-07
21412212,iodide,碘化物,2026-08-07
21412213,iodine,碘,2026-08-07
21412214,iodine number,碘值；碘价,2026-08-07
21412215,iodized salt,碘化食盐；碘盐,2026-08-07
21412216,ion,离子,2026-08-07
21412217,ion-exchange resin,离子交换树脂,2026-08-07
21412218,ion-exchange resins,离子交换树脂,2026-08-07
21412219,ionization,游离；离子化[作用],2026-08-07
21412220,ionized water,离子水,2026-08-07
21412221,ionizing radiation,游离辐射,2026-08-07
21412222,ionome,离子组,2026-08-07
21412223,ionomics,离子组学,2026-08-07
21412224,Irish cream,奶酒,2026-08-07
21412225,Irish moss,鹿角菜；爱尔兰红藻；爱尔兰苔,2026-08-07
21412226,Irish potato,爱尔兰马铃薯,2026-08-07
21412227,iron,铁,2026-08-07
21412228,iron balance,铁均衡,2026-08-07
21412229,iron chink,铁铡,2026-08-07
21412230,iron overload,血铁质沉积症,2026-08-07
21412231,iron ration,军用口粮,2026-08-07
21412232,iron storage,铁质储存,2026-08-07
21412233,iron transport,铁质输送,2026-08-07
21412234,irradiated milk,照射乳,2026-08-07
21412235,irradiation,辐射照射,2026-08-07
21412236,irritable bowel syndrome,肠躁症候群,2026-08-07
21412237,Irritable bowel syndrome (IBS),肠躁症候群,2026-08-07
21412238,ischaemia,局部缺血,2026-08-07
21412239,ischaemic heart disease,缺血性心脏病,2026-08-07
21412240,ischaemic heart disease (IHD),缺血性心脏病,2026-08-07
21412241,isinglass,鱼胶,2026-08-07
21412242,islets of Langerhans,兰氏小岛,2026-08-07
21412243,isoacids,异酸,2026-08-07
21412244,isoascorbic acid,异抗坏血酸,2026-08-07
21412245,isoenzymes,同功酶,2026-08-07
21412246,isoflavones,异黄酮,2026-08-07
21412247,isoleucine,异白胺酸,2026-08-07
21412248,isomalt,异麦芽酮糖醇,2026-08-07
21412249,isomalto-oligosaccharides,异麦芽寡糖,2026-08-07
21412250,isomaltose,异麦芽糖,2026-08-07
21412251,isomers,异构物；异构素,2026-08-07
21412252,isometric thermogenesis,等长收缩生热作用,2026-08-07
21412253,isoniazid,异烟酸酊,2026-08-07
21412254,isopropyl citrate,柠檬酸异丙酯,2026-08-07
21412255,isoprostanes,异前列素,2026-08-07
21412256,isothiocyanates,异硫氰酸酯；异硫氰酸盐,2026-08-07
21412257,isotonic,等渗透压的,2026-08-07
21412258,isotopes,同位素,2026-08-07
21412259,isozymes,同功酶,2026-08-07
21412260,itai-itai disease,镉中毒症；痛痛症,2026-08-07
21412261,Italian bread,义式面包,2026-08-07
21412262,jaboticaba,嘉宝果；树葡萄,2026-08-07
21412263,jack bean,刀豆；关刀豆,2026-08-07
21412264,jack fruit,波罗蜜；天波罗,2026-08-07
21412265,jaggery,椰子糖,2026-08-07
21412266,jaguar gum,瓜尔豆胶,2026-08-07
21412267,jak fruit,波罗蜜；天波罗,2026-08-07
21412268,jam,果酱,2026-08-07
21412269,Jamaica ginger paralysis,姜酒中毒性麻痹,2026-08-07
21412270,Jamaican pepper,牙买加胡椒,2026-08-07
21412271,jambalaya,詹巴什锦饭,2026-08-07
21412272,jambolan,海南蒲桃；黑墨树；乌木；乌口树,2026-08-07
21412273,jambos,蒲桃,2026-08-07
21412274,jambu,马来莲雾,2026-08-07
21412275,Japanese artichoke ,草石蚕,2026-08-07
21412276,Japanese mustard,日本芥末,2026-08-07
21412277,Japanese plum,李,2026-08-07
21412278,Japanese radish,日本萝卜,2026-08-07
21412279,Japanese raisin tree,枳椇,2026-08-07
21412280,jasmine tea,茉莉花茶,2026-08-07
21412281,jaundice,黄疸,2026-08-07
21412282,Java pepper,爪哇胡椒,2026-08-07
21412283,javatri,肉荳蔻干皮,2026-08-07
21412284,jejuno-ileostomy,空回肠吻合术,2026-08-07
21412285,jejunostomy feeding,空肠造口喂食,2026-08-07
21412286,jejunum,空肠,2026-08-07
21412287,jello,果冻,2026-08-07
21412288,jelly,胶冻；果冻,2026-08-07
21412289,jelly roll,果酱卷,2026-08-07
21412290,jellyfish seaweed,海蜇皮,2026-08-07
21412291,jerky,肉干,2026-08-07
21412292,Jerusalem artichoke,菊芋,2026-08-07
21412293,Jesuit's bark,金鸡纳树皮,2026-08-07
21412294,jiang-gua,酱瓜,2026-08-07
21412295,jiang-sun,酱笋,2026-08-07
21412296,jigger,筛屑机；基格[调酒]杯 {1.5液唡},2026-08-07
21412297,Job's tears,薏苡；薏仁；薏米,2026-08-07
21412298,Jodbasedow,碘性甲状腺机能亢进,2026-08-07
21412299,john dory,鲂,2026-08-07
21412300,Johne's disease,副结核病 {牛},2026-08-07
21412301,jojoba,荷荷芭豆；黄杨栗；油栗,2026-08-07
21412302,jonathan,红玉苹果,2026-08-07
21412303,joule,焦耳,2026-08-07
21412304,jowar,杜拉高粱,2026-08-07
21412305,jug wine,壶装酒,2026-08-07
21412306,jugo bean,斑巴拉土豆,2026-08-07
21412307,jujube,水果味软糖；水果味喉糖；枣,2026-08-07
21412308,julep,茱莉鸡尾酒,2026-08-07
21412309,julienne,蔬果丝；蔬果丝汤,2026-08-07
21412310,jumbals,甜环饼；曲奇饼,2026-08-07
21412311,jumble,甜环饼；曲奇饼,2026-08-07
21412312,juniper,杜松,2026-08-07
21412313,junket,凝乳甜点,2026-08-07
21412314,juxtacrine,近分泌,2026-08-07
21412315,kaffir beer,高粱啤酒,2026-08-07
21412316,kahweol,咖啡豆醇,2026-08-07
21412317,kaki,柿子；柿树,2026-08-07
21412318,kale,芥蓝,2026-08-07
21412319,kamaboko,鱼糕；鱼板,2026-08-07
21412320,kangkong,空心菜；蕹菜,2026-08-07
21412321,kaoliang,高粱,2026-08-07
21412322,karasumi,乌鱼子,2026-08-07
21412323,karaya gum,刺梧桐胶,2026-08-07
21412324,karkade,洛神花,2026-08-07
21412325,kasha,荞麦粥,2026-08-07
21412326,Kashin-Beck disease,大骨节病,2026-08-07
21412327,katemfe,卡甜果,2026-08-07
21412328,kathepsin,细胞自溶酶,2026-08-07
21412329,kava,卡瓦酒,2026-08-07
21412330,kebab,烤肉串,2026-08-07
21412331,kecap,印尼豉酱油,2026-08-07
21412332,kedgeree,印度蛋饭,2026-08-07
21412333,kefir,克菲尔,2026-08-07
21412334,kefir grains,克菲尔粒,2026-08-07
21412335,kefiran,克菲尔多糖,2026-08-07
21412336,kei-apple,南非醋栗,2026-08-07
21412337,kelp,海带；昆布,2026-08-07
21412338,Kelvin scale,克氏温标,2026-08-07
21412339,kephalin,脑磷脂,2026-08-07
21412340,keratin,角蛋白,2026-08-07
21412341,keratinization,角质化,2026-08-07
21412342,keratomalacia,角膜软化症,2026-08-07
21412343,kermes,胭脂红,2026-08-07
21412344,kermesic acid,胭脂酮酸,2026-08-07
21412345,Keshan disease,克山病,2026-08-07
21412346,kestose,蔗果三糖,2026-08-07
21412347,ketchup,蕃茄酱,2026-08-07
21412348,ketoacidosis,酮酸中毒,2026-08-07
21412349,ketogenic amino acid,产酮胺基酸；生酮胺基酸,2026-08-07
21412350,ketogenic amino acids,生酮胺基酸,2026-08-07
21412351,ketogenic diet,生酮膳食[法],2026-08-07
21412352,ketonaemia,酮血症,2026-08-07
21412353,ketone,酮,2026-08-07
21412354,ketone bodies,酮体,2026-08-07
21412355,ketonic rancidity,酮酸败,2026-08-07
21412356,ketonuria,酮尿症,2026-08-07
21412357,ketose,酮糖,2026-08-07
21412358,ketosis,酮症,2026-08-07
21412359,kibble,粗磨榖物,2026-08-07
21412360,kid,羔羊,2026-08-07
21412361,kidney,肾[脏]；腰子,2026-08-07
21412362,kidney bean,菜豆；腰豆,2026-08-07
21412363,kidney failure,肾衰竭,2026-08-07
21412364,kidney stones,肾结石,2026-08-07
21412365,kilderkin,桶 {容量单位，barrel之一半},2026-08-07
21412366,kilo,千,2026-08-07
21412367,kilocalorie (kcal),千卡；大卡,2026-08-07
21412368,kimchi,韩国泡菜,2026-08-07
21412369,kinases,激酶,2026-08-07
21412370,kinetic energy,动能,2026-08-07
21412371,kipper,腌熏鲑鱼；腌熏排鱼；雄鳟鱼；雄鲑鱼,2026-08-07
21412372,kirsch,樱桃酒,2026-08-07
21412373,kiwano,刺角瓜,2026-08-07
21412374,kiwi,奇异果；弥猴桃,2026-08-07
21412375,Kjeldahl determination,凯氏定氮法,2026-08-07
21412376,klipfish,咸鳕鱼干,2026-08-07
21412377,kneading,捏揉,2026-08-07
21412378,knock out,剔除,2026-08-07
21412379,kohlrabi,球茎甘蓝；结头菜,2026-08-07
21412380,koi,锦鲤；攀鲈,2026-08-07
21412381,koilonychia,匙状指,2026-08-07
21412382,koji,曲,2026-08-07
21412383,komatsuna,小菘菜,2026-08-07
21412384,kombu,海带；昆布,2026-08-07
21412385,konjac,蒟蒻；魔芋,2026-08-07
21412386,Korsakoff's psychosis,高沙可夫精神病 {慢性酒精中毒多神经炎性精神病},2026-08-07
21412387,kosher,犹太律法食物,2026-08-07
21412388,koumiss,马乳酒,2026-08-07
21412389,Krebs's cycle,克式循环；三羧酸循环,2026-08-07
21412390,krill,南极虾,2026-08-07
21412391,kryptoxanthin,玉米黄质,2026-08-07
21412392,kudzu,葛根,2026-08-07
21412393,kumiss,马乳酒,2026-08-07
21412394,kumquat,金橘；金柑,2026-08-07
21412395,kuru,库鲁病,2026-08-07
21412396,kuzu,葛根,2026-08-07
21412397,kwashiorkor,加西卡病,2026-08-07
21412398,labelling,标志；标帜,2026-08-07
21412399,lablab bean,白扁豆,2026-08-07
21412400,lac,虫胶；紫胶,2026-08-07
21412401,laccase,漆酶；对苯二酚氧化酶,2026-08-07
21412402,lacquer,漆[料]；涂料,2026-08-07
21412403,lactalbumin,乳白蛋白,2026-08-07
21412404,lactase,乳糖酶,2026-08-07
21412405,lactates,乳酸盐；乳酸酯,2026-08-07
21412406,lactation,泌乳,2026-08-07
21412407,lactein bread,牛乳面包,2026-08-07
21412408,lactic acid,乳酸,2026-08-07
21412409,lactic acid bacteria,乳酸菌,2026-08-07
21412410,lactic acidosis,乳酸酸血症；乳酸酸中毒,2026-08-07
21412411,lacticin,乳酸菌细菌素,2026-08-07
21412412,lactitol,乳糖醇,2026-08-07
21412413,Lactobacillus casei factor,酪蛋白乳酸杆菌因数,2026-08-07
21412414,lactobionic acid,乳糖酸,2026-08-07
21412415,lactobiose,乳糖,2026-08-07
21412416,lactobiosit,乳糖醇,2026-08-07
21412417,Lactococcus lactis,乳酸乳球菌,2026-08-07
21412418,lactoferrin,乳铁素；乳铁蛋白,2026-08-07
21412419,lactoflavin,核黄素；乳黄素,2026-08-07
21412420,lactogen,催乳激素,2026-08-07
21412421,lactoglobulin,乳球蛋白,2026-08-07
21412422,lactometer,乳比重计,2026-08-07
21412423,lactone,内酯,2026-08-07
21412424,lacto-ovo vegetarian,乳蛋素食者；蛋奶素,2026-08-07
21412425,lactoperoxidase,乳过氧化酶,2026-08-07
21412426,lactose,乳糖,2026-08-07
21412427,lactose intolerance,乳糖不耐症,2026-08-07
21412428,lactose syrup,乳糖糖浆,2026-08-07
21412429,lactose-hydrolysed milk,乳糖水解乳,2026-08-07
21412430,lacto-serum,乳清,2026-08-07
21412431,lactositol,乳糖醇,2026-08-07
21412432,lactosucrose,乳果寡糖,2026-08-07
21412433,lactovegetarian,乳素食者,2026-08-07
21412434,lactulose,乳酮糖,2026-08-07
21412435,ladyfish,海鲢,2026-08-07
21412436,laevorotatory,左旋,2026-08-07
21412437,laevulose,果糖；左旋糖,2026-08-07
21412438,lager,拉格啤酒,2026-08-07
21412439,laksa,叻沙,2026-08-07
21412440,lamb,羔羊；羔羊肉,2026-08-07
21412441,lamb's lettuce,羊莴苣,2026-08-07
21412442,lamb's wool,羔羊毛,2026-08-07
21412443,laminarin,海带多糖；昆布糖,2026-08-07
21412444,lampern,八目鳗,2026-08-07
21412445,lamprey,八目鳗,2026-08-07
21412446,Lancashire,兰开夏硬奶酪,2026-08-07
21412447,landrace,蓝瑞斯猪,2026-08-07
21412448,langouste,欧洲龙虾,2026-08-07
21412449,langsat,兰撒果,2026-08-07
21412450,langue de chat,猫舌饼,2026-08-07
21412451,lanthionine,羊毛硫胺酸,2026-08-07
21412452,lantibiotics,羊毛硫抗生素,2026-08-07
21412453,lao-chao,甜酒酿,2026-08-07
21412454,larch gum,落叶松胶,2026-08-07
21412455,lard,猪油；猪脂,2026-08-07
21412456,lard compounds,仿猪油,2026-08-07
21412457,lard substitutes,猪油替代物,2026-08-07
21412458,lardine,人造猪油,2026-08-07
21412459,larding,肥肉馅充填,2026-08-07
21412460,lardon,法式培根,2026-08-07
21412461,lasagne,千层面,2026-08-07
21412462,lathyrism,山黧豆中毒,2026-08-07
21412463,latte,拿铁,2026-08-07
21412464,lauric acid,月桂酸；十二酸,2026-08-07
21412465,laver,紫菜；红藻；紫菜干；海苔,2026-08-07
21412466,lax,鲑,2026-08-07
21412467,laxative,轻泻剂,2026-08-07
21412468,lazybed,马铃薯培植床,2026-08-07
21412469,leaching,浸出；浸析；沥滤[法]；淋洗；洗盐,2026-08-07
21412470,lead,铅,2026-08-07
21412471,leaf beet,叶用甜菜,2026-08-07
21412472,lean body mass,瘦体组织,2026-08-07
21412473,leaven,发酵；膨发剂,2026-08-07
21412474,leavening,膨发,2026-08-07
21412475,lecithin,卵磷脂,2026-08-07
21412476,Lecithin cholesterol acyl transferase (LCAT),卵磷脂胆固醇醯基转移酶,2026-08-07
21412477,lectins,植物凝集素,2026-08-07
21412478,leek,韭菜,2026-08-07
21412479,lees,酒糟,2026-08-07
21412480,legumes,豆；豆科植物,2026-08-07
21412481,legumin,豆球蛋白,2026-08-07
21412482,lemon,柠檬,2026-08-07
21412483,lemon balm,柠檬香蜂草,2026-08-07
21412484,lemon curd,柠檬沙拉酱,2026-08-07
21412485,lemon grass,柠檬香茅,2026-08-07
21412486,lemon oil,柠檬油,2026-08-07
21412487,lemon verbena,柠檬马鞭草,2026-08-07
21412488,lemonade,柠檬水；柠檬汽水,2026-08-07
21412489,lentils,金麦豌豆,2026-08-07
21412490,leptin,瘦体素；瘦素,2026-08-07
21412491,Lethal Dose (LD50),半数致死剂量,2026-08-07
21412492,lettuce,莴苣,2026-08-07
21412493,leucine,白胺酸,2026-08-07
21412494,leucocytes,白血球,2026-08-07
21412495,leucocytosis,白血球增多症,2026-08-07
21412496,Leuconostoc spp.,明串珠菌属,2026-08-07
21412497,leucopenia,白血球减少症,2026-08-07
21412498,leucosin,麦白蛋白,2026-08-07
21412499,leucovorin,甲醯四氢叶酸,2026-08-07
21412500,leukotrienes,白三烯素,2026-08-07
21412501,levans,果聚糖,2026-08-07
21412502,leveret,小野兔,2026-08-07
21412503,lichenin,地衣多糖,2026-08-07
21412504,licorice,甘草,2026-08-07
21412505,lifetime prevalence,终生盛行率,2026-08-07
21412506,light,光,2026-08-07
21412507,light salt,低钠盐,2026-08-07
21412508,lights,屠体肺脏,2026-08-07
21412509,lignans,木聚糖,2026-08-07
21412510,lignin,木质素,2026-08-07
21412511,lignocellulose,木质纤维素,2026-08-07
21412512,lima bean,利马豆；奶油豆；皇帝豆,2026-08-07
21412513,lima beans,莱豆；皇帝豆,2026-08-07
21412514,lime,莱姆；生石灰,2026-08-07
21412515,lime berry,香吉果,2026-08-07
21412516,limequat,莱姆金柑,2026-08-07
21412517,limiting amino acid,限制胺基酸,2026-08-07
21412518,limonoids,柠檬苦素,2026-08-07
21412519,limosis,极度饥饿,2026-08-07
21412520,limpet,帽贝,2026-08-07
21412521,linamarin,亚麻苦苷,2026-08-07
21412522,ling,长身鳕,2026-08-07
21412523,linkage analysis,连锁分析,2026-08-07
21412524,linoleic acid,亚麻油酸,2026-08-07
21412525,linseed,亚麻仁,2026-08-07
21412526,liothyronine,三碘甲状腺胺酸,2026-08-07
21412527,lipaemia,脂血症,2026-08-07
21412528,lipase,脂解酶；脂肪酶,2026-08-07
21412529,lipectomy,脂肪组织切除术,2026-08-07
21412530,lipidema,脂肪瘤,2026-08-07
21412531,lipidome,脂质体,2026-08-07
21412532,lipidomics,脂质体学,2026-08-07
21412533,lipids,脂质,2026-08-07
21412534,lipins,磷脂酸磷酸酶,2026-08-07
21412535,lipochromes,脂色素,2026-08-07
21412536,lipodystrophy,脂质营养不良,2026-08-07
21412537,lipofuscin,脂褐质,2026-08-07
21412538,lipogenesis,脂肪生成,2026-08-07
21412539,lipoic acid,类脂酸；硫辛酸,2026-08-07
21412540,lipolysis,脂解作用,2026-08-07
21412541,lipolytic rancidity,解脂性酸败,2026-08-07
21412542,lipoprotein lipase,脂蛋白脂解酶,2026-08-07
