ID,英文詞彙,中文詞彙,更新日期
21334141,reverse step,缓冲步,
21334142,reverse stick drive,反向击球,
21334143,reverse sticks,反向棒(冰上曲棍球),
21334144,reversibility,可逆性原则,
21334145,review officer,审查员,
21334146,rhythm,节奏,
21334147,Rhythmic Gymnastics World Championships,韵律体操世界锦标赛,
21334148,Rhythmic Gymnastics World Cup Series,韵律体操世界杯系列赛,
21334149,rhythmic steps,韵律步伐,
21334150,ribbon,彩带,
21334151,riding boot,马靴,
21334152,riding cap,骑手帽,
21334153,riding costume,骑手服装,
21334154,riding glove,骑手手套,
21334155,riding habite,女骑手服装,
21334156,riding position,骑乘位置,
21334157,rifle,步枪,
21334158,rifle 3 positions ,步枪三姿,
21334159,rifle prone ,步枪俯姿,
21334160,rigger,桨架,
21334161,right fielder ,右外野手,
21334162,right lunge,右侧劈击,
21334163,right of privacy,隐私权,
21334164,right of way,航行权,
21334165,right rotary serve,右旋式发球,
21334166,right-side spin,右侧旋球,
21334167,ring giant swing,吊环大回环,
21334168,ring jump,结环跳,
21334169,rings,吊环,
21334170,rings dismount,吊环项目结束动作,
21334171,rings groups,吊环项目组群动作,
21334172,rink,冰球场,
21334173,riposte,回击(击剑),
21334174,rising tide,涨潮,
21334175,road circuit racing,公路赛,
21334176,road race ,路跑赛事,
21334177,road races,路跑赛事,
21334178,Roger Caillois,罗杰.卡约瓦,
21334179,roll,绕闪,
21334180,roll backward,后滚翻,
21334181,roll elements,滚翻系列动作,
21334182,roll forward,前滚翻,
21334183,rolling,滚动,
21334184,rolling receive,滚翻救球,
21334185,romantic ballet,浪漫芭蕾,
21334186,rookie,新秀；菜鸟,
21334187,rope,绳,
21334188,rosin,松香,
21334189,rotary style throw,旋转式投掷,
21334190,rotation,轮转,
21334191,rotation per minute{=RPM},转速,
21334192,rotator cuff ,旋转肌群,
21334193,rough,长草区,
21334194,roughing,挥拳;推挤,
21334195,round a mark,绕标,
21334196,round off,侧翻内转体1/4,
21334197,round off entry to salto elements,侧翻内转后手翻撑马接空翻系列动作,
21334198,round off entry to twist elements on vaulting horse,跳马侧翻内转后手翻撑马接转体系列动作,
21334199,round robin,循环赛,
21334200,round the head stroke,绕头击球,
21334201,routine,自选动作,
21334202,routine panel,自选动作评审团,
21334203,rower,划船运动员,
21334204,rowing,划船,
21334205,rowing regatta,划船比赛,
21334206,rubber,胶皮；冰球,
21334207,rubber boat,橡皮艇,
21334208,rudder,船舵,
21334209,rules,规则,
21334210,run,跑动{射击},
21334211,run up,助跑,
21334212,run-in ,最后冲刺,
21334213,run-up mark ,助跑标志 ,
21334214,runabout bit,嚼子(咬口),
21334215,runner's diarrhea,跑步者的腹泻,
21334216,runner’s knee,跑步膝,
21334217,running,正顺航行区(帆船),
21334218,running approach,助跑,
21334219,running economy,跑步经济性,
21334220,running event,路跑赛事,
21334221,running gallop,骑马奔驰(袭步),
21334222,running in lane,分道赛跑,
21334223,running martingale,滑动式马丁革,
21334224,running race,路跑赛事,
21334225,running target,移动靶,
21334226,running target mixed ,混合移动靶,
21334227,running tights,紧身衣,
21334228,running walk,跑慢步,
21334229,running with the ball,运球（足球）,
21334230,runway,助跑道,
21334231,S style pull,S型划水,
21334232,sabre,佩剑,
21334233,sabre fencer,佩剑运动员,
21334234,saddle,马鞍,
21334235,safe,解除保护,
21334236,safety boat,救生艇,
21334237,safety cage,护网；保护笼,
21334238,safety flag,安全旗,
21334239,safety helmet,安全帽（帆船）,
21334240,safety line,安全线,
21334241,safety officer,安全人员,
21334242,safety zone,安全区,
21334243,sag-wagon,收容车,
21334244,sail number,帆号,
21334245,sailing,帆船,
21334246,sailing instructions,航行指示书,
21334247,salto sideward elements,侧空翻系列动作,
21334248,salute,敬礼,
21334249,same tack,同舷风,
21334250,sanction  ,处分 ,
21334251,sand,沙坑,
21334252,sand run,沙地跑,
21334253,sankaku-jime,三角勒,
21334254,sasae tsurikomi ashi,钓进扫脚,
21334255,save,扑救,
21334256,scale of points,积分表,
21334257,scales,磅秤,
21334258,school figure,训练步伐,
21334259,school horse,受训练的马,
21334260,science of dance,舞蹈科学,
21334261,scientific selection,科学选材,
21334262,scissor elements,交叉系列动作,
21334263,scissors jump,剪式跳高,
21334264,scoop,挑球（曲棍球）,
21334265,score board,记分板,
21334266,score cards,计分卡,
21334267,scorer,纪录员（排球）；计分员（保龄球）,
21334268,scorers,计分员,
21334269,scoring apparatus,电子审判器,
21334270,scoring office,记录处,
21334271,scoring points,得分（拳击）,
21334272,scoring ring,分环,
21334273,scoring table,记录台,
21334274,Scramble Competition,史特兰伯赛,
21334275,scratch,集体出发赛；捕捉赛,
21334276,screen,掩护（篮球）,
21334277,screening,掩护 ,
21334278,seasonal best,本季最佳,
21334279,seat,鞍座,
21334280,second baseman ,二垒手,
21334281,second beat,二分位姿势击打,
21334282,second point；thirty,30分 (网球),
21334283,second referee,第二裁判（排球）,
21334284,second serve,第二发球（网球）,
21334285,secondary exercise dependence,次级运动依赖,
21334286,seconds out,助手退场,
21334287,sector flag ,投掷区的标志旗,
21334288,sector line ,投掷区的角度线,
21334289,sedentary lifestyle,坐式生活型态,
21334290,seeding,种子选手,
21334291,selection index,选材指标,
21334292,selection method,选材方法,
21334293,selection of motor skills,动作技能选材,
21334294,selection principle,选材原则,
21334295,self-actualization,自我实现,
21334296,self-knowledge,自我知识,
21334297,self-presentation,自我呈现,
21334298,semi-automatic officiating equipment,半自动计时装置,
21334299,semi-final,复赛,
21334300,sending-off,判罚离场（足球）；给红牌驱逐离场,
21334301,senior skaters,成年组,
21334302,seoi nage,过肩摔,
21334303,seoi-nage,过肩摔,
21334304,septime,七分位姿势,
21334305,series of elements starting in upper arm position on parallel bars,双杠挂臂摆动系列动作,
21334306,series of long hang swing,悬垂摆动系列动作,
21334307,series of underswing (basketswing or castswing),杠下弧形摆动系列动作,
21334308,serious foul play ,严重犯规(须红牌出场),
21334309,serious injury ,严重受伤,
21334310,serve,发球,
21334311,serve floating,发飘浮球,
21334312,serve order,发球顺序,
21334313,serve spin,发旋转球,
21334314,server,发球者,
21334315,service,发球,
21334316,service fault,发球犯规,
21334317,service line,发球线,
21334318,serving side,发球方,
21334319,set  ,预备,
21334320,set fair,帮马梳理,
21334321,set up,举球,
21334322,seventh,七分位姿势,
21334323,seventh beat,七分位姿势击打,
21334324,seventh invito,七分位姿势挑引,
21334325,seventh parry,七分位姿势防守,
21334326,severe injury ,严重重伤,
21334327,sexual harassment,性骚扰,
21334328,shadow boxing,空拳,
21334329,shadow obstruction,交叉阻档,
21334330,shaft,球杆,
21334331,shake-hand grip,横式握拍,
21334332,shank ,斜飞球,
21334333,shape,身形,
21334334,sheep jump,羊跳,
21334335,shido,指导,
21334336,shifting attack,移位攻击,
21334337,shime-waza,勒颈法,
21334338,shin pad,护胫,
21334339,shin splints  ,胫痛,
21334340,shock,后避震,
21334341,shoot-off,决赛加射（射箭）,
21334342,shooter,射手,
21334343,shooting,射门（足球）,
21334344,shooting at goal,射门（足球）,
21334345,shooting guard,得分后卫,
21334346,shooting line,射击线,
21334347,shooting range,射击场,
21334348,shootout,点球大战 ,
21334349,shoretened gait,缩短步伐,
21334350,short ball,放短球,
21334351,short corner,近角球,
21334352,short course,短水道,
21334353,short game  ,短击球,
21334354,short handed,比敌方少人（冰上曲棍球）,
21334355,short iron,短铁杆；8~9号铁杆,
21334356,short pimple rubber,短颗粒胶皮,
21334357,short-distance run,短距离赛跑,
21334358,shortboard,短板,
21334359,shorthanded,人手不足,
21334360,shortstop ,游击手,
21334361,shot,铅球,
21334362,shot clock,进攻时间,
21334363,shot clock violation,24秒违例(篮球),
21334364,shot put,推铅球,
21334365,shot put effective landing area,铅球有效著地区,
21334366,shotgun,飞靶枪,
21334367,shoulder  block,肩挡法,
21334368,shoulder cut serve,肩上切发球,
21334369,shoulder pads,护肩,
21334370,shoulder shrug technique,倾前肩部冲线技巧,
21334371,shoulder-in,肩内转,
21334372,show jumping competition,障碍超越赛,
21334373,show skating,团体溜冰,
21334374,showtime,表演时间,
21334375,shrug finish ,倾前肩部冲线,
21334376,siddle pad,汗垫,
21334377,side bands,标志带,
21334378,side pull stroke,侧拉划,
21334379,side referees,两侧裁判,
21334380,side resistance,侧向阻力,
21334381,sideline,边线,
21334382,sideline referee,边线裁判,
21334383,sidespin,侧旋球,
21334384,sideways driving leg aid,侧方推进腿扶助,
21334385,sighting shots,试射弹,
21334386,sighting time,试射时间,
21334387,signal  ,讯号,
21334388,signal boat,起点船,
21334389,signed cards,违规单,
21334390,silce  ,右曲球,
21334391,silver level events,银牌级赛事,
21334392,simple attack,简单进攻,
21334393,simple feint,简单假动作,
21334394,simple parry,简单防守,
21334395,simple return,简单还击,
21334396,simple riposte,简单还击,
21334397,simulation ,伪装,
21334398,simultaneous action,同时进攻,
21334399,simultaneous touch,互中,
21334400,single,单打,
21334401,single handicappler,单差点球员,
21334402,single round,全项单局（射箭）,
21334403,single sculls,单人双桨,
21334404,singlet,排汗衫,
21334405,sissone,西松跳,
21334406,sit and reach test,坐姿体前弯测验,
21334407,sitting block,替补席{卡巴迪},
21334408,sitting tricks,蹲坐类,
21334409,sitting trot,打浪,
21334410,sixte,六分位姿势,
21334411,sixth beat,六分位姿势击打,
21334412,sixth invito,六分位姿势挑引,
21334413,sixth parry,六分位姿势防守,
21334414,skateboard,滑板,
21334415,skateboarding,滑板运动,
21334416,skeet,定向飞靶,
21334417,skiff,小艇,
21334418,skill achievement evaluation,技能成就评量,
21334419,skill break,巧攻战术,
21334420,skill-oriented philosophy and value choices,技能取向哲学与价值选择,
21334421,skill-related fitness,竞技体适能,
21334422,skip,队长{冰壶},
21334423,skipping,踏跳步,
21334424,slab,内倾岩壁,
21334425,slack,松绳,
21334426,slalom,花式绕桩（滑轮溜冰）,
21334427,slaloming penalties,绕桩判罚,
21334428,slap hit,推击,
21334429,slap shot,强力射门；拍击,
21334430,slash ball,斜线球,
21334431,slashing,以杆打人(冰上曲棍球)；挥砍,
21334432,slice,切球,
21334433,slice serve,切削发球,
21334434,slide,摩擦；滑,
21334435,slide shot,撇,
21334436,slider,冰鞋底材质{冰壶},
21334437,sliding tackle,铲球,
21334438,slinging parry,击打防守,
21334439,slipstream,尾随跟车,
21334440,slow turn,慢转,
21334441,small forwad,小前锋,
21334442,smash,高压扣杀球（网球）；扣杀,
21334443,snake-fence,蛇型木栅障碍,
21334444,snakes,蛇形,
21334445,snalffe,小勒衔,
21334446,snalffe bit,小勒衔铁,
21334447,snalffle bridle,单缰,
21334448,snap shot,正手射门,
21334449,snatch,抓举,
21334450,soccer,足球运动,
21334451,soccer ball,足球,
21334452,soccer fever,足球热,
21334453,soccer field,足球场,
21334454,social anxiety,社会焦虑,
21334455,social capital,社会资本,
21334456,social change,社会变迁,
21334457,social facilitation theory,社会助长理论,
21334458,social mobility,社会流动,
21334459,social norms,社会规范,
21334460,social physique anxiety,社会体型焦虑,
21334461,social reproduction,社会再制,
21334462,social value of sport,运动的社会价值,
21334463,socialization,社会化,
21334464,socialization of sport,运动社会化,
21334465,sociological imagination,社会学想像,
21334466,sociology of sport,运动社会学,
21334467,sode-guruma-jime,袖车勒,
21334468,sode-tsurikomi-goshi,袖钓进腰,
21334469,soft tennis,软式网球,
21334470,soft tennis balls,球（软式网球）,
21334471,soft tennis racket,软式网球拍,
21334472,softball,垒球,
21334473,softness of landing,轻盈的著地,
21334474,solid obstacle,固定障碍,
21334475,solo,单人,
21334476,somatic anxiety,身体焦虑,
21334477,sound center manager,音效中心经理,
21334478,sound signal,声音信号,
21334479,space,空间,
21334480,spada,重剑,
21334481,Spanish walk,西班牙舞步,
21334482,spare wheels,备胎,
21334483,sparring,对练（拳击）,
21334484,spearing,以杆戳人(冰上曲棍球)；戳；刺,
21334485,special needs bag,特别需求袋,
21334486,Special Olympics,特殊奥林匹克运动会,
21334487,special requirements,特殊要求,
21334488,specific physical ability,专项体能,
21334489,specificity ,针对性训练,
21334490,speed,速度,
21334491,speed slalom,速度过桩,
21334492,speed-boat,快艇,
21334493,speedwork ,速度训练,
21334494,spike,扣球；钉鞋,
21334495,spilt jump,分腿跳,
21334496,spilt leap forward,分腿跳,
21334497,spines,脊椎（滑板）,
21334498,spinning tricks,旋转类,
21334499,spiral,螺形,
21334500,spirit of the game,比赛精神,
21334501,split,技术球（保龄球）,
21334502,split leap,跨跳,
21334503,splits,分段成绩,
21334504,sponge,海绵(田径),
21334505,sponge station,补给站,
21334506,sponging station,海绵站,
21334507,spontaneity,自发性,
21334508,spool,托线盘,
21334509,spoon,三号木杆,
21334510,sport ability,运动能力,
21334511,sport admission,运动种类,
21334512,sport and exercise psychology,竞技与健身运动心理学,
21334513,sport and human rights,运动与人权,
21334514,sport and ideology,运动与意识型态,
21334515,sport and Physical Education affective testing,体育运动情意测验,
21334516,sport and Physical Education cognitive testing,体育运动认知测验,
21334517,sport and racism,竞技运动种族主义,
21334518,sport and violence,竞技运动暴力行为,
21334519,sport apparatus,运动器械,
21334520,sport as a form of adversarial competition,对抗性竞技运动,
21334521,sport as a form of cooperative competition,合作性竞技运动,
21334522,sport as a playful event,游戏性竞技运动,
21334523,sport audience,运动阅听人,
21334524,sport biography,运动传记,
21334525,sport biomechanics,运动生物力学,
21334526,sport class,运动分级,
21334527,sport competition information collection,运动竞赛情搜,
21334528,sport consumption,运动消费,
21334529,sport cooperation,运动合作,
21334530,sport creed,运动教条,
21334531,sport culture,运动文化,
21334532,sport equipment,运动设备,
21334533,sport event management,运动赛会管理,
21334534,sport experience,竞技运动经验,
21334535,sport facility management,运动设施管理,
21334536,sport festival,运动嘉年华,
21334537,sport governance,运动治理,
21334538,sport identity,运动认同,
21334539,sport industry,运动产业,
21334540,sport injury,运动伤害,
21334541,sport injury prevention and protection,运动伤害防护与保健,
21334542,sport labor migration,运动劳工迁徙,
21334543,sport literature,运动文学,
21334544,Sport Literature Association {= SLA},运动文学学会,
21334545,sport literature subject matter,运动文学题材,
21334546,sport literature type,运动文学体裁,
21334547,sport lottery odds,运动彩券赔率,
21334548,sport management,运动管理,
21334549,sport marketing,运动行销,
21334550,sport marketing mix,运动行销组合,
21334551,sport marketing myopia,运动行销近视症,
21334552,sport media complex,运动媒体复合体,
21334553,sport medicine,运动医学,
21334554,sport organization,运动组织,
21334555,sport pedagogy,运动教育学,
21334556,sport philosophy,竞技运动哲学,
21334557,sport poetry,运动诗,
21334558,sport policy,运动政策,
21334559,sport presentation,运动展演,
21334560,sport prose,运动散文,
21334561,sport ritual,运动仪式,
21334562,sport science,运动科学,
21334563,sport sponsorship,运动赞助,
21334564,sport star,运动明星,
21334565,sport star identity,运动明星认同,
21334566,sport tourism,运动观光,
21334567,sport tourism impacts,运动观光冲击,
21334568,sport tourism policies,运动观光政策,
21334569,sport value free,运动价值中立,
21334570,sport-confidence,运动自信心,
21334571,sport-related physical fitness,竞技体适能,
21334572,sporting goods,运动商品,
21334573,sportization,运动迷,
21334574,sports agent,运动经纪人,
21334575,sports anatomy,运动解剖学,
21334576,sports architecture roof structure,运动建筑屋顶结构,
21334577,sports club,运动俱乐部,
21334578,sports competition management,运动竞赛管理,
21334579,sports drink,运动饮料,
21334580,sports ethics,运动伦理学,
21334581,sports fans,运动迷,
21334582,sports film,运动电影,
21334583,sports fitness club,运动健身俱乐部,
21334584,sports for all,全民运动,
21334585,sports history,体育运动史,
21334586,sports leadership,运动领导,
21334587,sports loading,运动负荷,
21334588,sports lottery,运动彩券,
21334589,sports massage,运动按摩,
21334590,sports metaphors,运动隐喻,
21334591,sports news,运动新闻,
21334592,sports nutrition,运动营养学,
21334593,sports park,运动公园,
21334594,sports performing arts,运动表演艺术,
21334595,sports philosopher,竞技运动哲学家,
21334596,sports safety,运动安全,
21334597,sports simulation training,运动模拟训练,
21334598,sports skill diagnosis,运动技能诊断,
21334599,sports strategy,运动战略,
21334600,sports stress management,运动压力管理,
21334601,sports tactic,运动战术,
21334602,sports technology,运动技术,
21334603,sports training,运动训练,
21334604,sports training evaluation,运动训练评量,
21334605,sports training management,运动训练管理,
21334606,sports writer,运动作家,
21334607,sportsmanship,运动家精神,
21334608,spread obstacle,双层木栅障碍,
21334609,springboard,跳板,
21334610,sprint ,抢中线球{水球},
21334611,sprint distance,半程距离,
21334612,sprint lap,冲刺圈,
21334613,sprint race,短距离赛跑；争先赛,
21334614,sprint racing,轻艇竞速,
21334615,sprinte's lane,冲刺道,
21334616,sprinting,冲刺,
21334617,squadding,分组,
21334618,square trot,平稳快步,
21334619,squat style,下蹲式,
21334620,stabilizer,安定杆（射箭）,
21334621,stable,马厩,
21334622,stadium,竞技场,
21334623,stag jump,鹿跳,
21334624,stage,阶段,
21334625,stage races,多日赛,
21334626,staggered start ,前伸数,
21334627,stainless,不锈钢(田径),
21334628,stale shot,搓球（羽球）,
21334629,stance,站位{射箭},
21334630,standard concaves,标准凹面型长板,
21334631,standard distance,标准距离,
21334632,standard pistol ,标准手枪,
21334633,standard rifle,标准步枪,
21334634,standing ,在水底站立,
21334635,standing martingale,固定式马丁革,
21334636,standing scale,水平,
21334637,standing start ,站立式起跑,
21334638,Star,星型帆船；起航,
21334639,starboard ,右舷,
21334640,starboard tack,右舷受风,
21334641,start,出发；发令,
21334642,start dash,起跑冲刺,
21334643,start line penalties,起点判罚,
21334644,start lines,起点线,
21334645,start list package,出赛名单（举重）,
21334646,start tower,发令台,
21334647,start zone,起点,
21334648,starter ,先发球员｛篮球｝,
21334649,starter's assistant,助理发令员,
21334650,starter's assistants,助理发令员,
21334651,starters,发令员,
21334652,starting block,起跑架,
21334653,starting blocks,起跑架（径赛）,
21334654,starting box,起跑框,
21334655,starting devices,发令设备,
21334656,starting grips,仰式出发握把,
21334657,starting gun,发令枪,
21334658,starting line,起跑线,
21334659,starting mark ,起跑标志,
21334660,starting order ,出发顺序 ,
21334661,starting pitcher ,先发投手,
21334662,starting platform,出发台,
21334663,starting pontoon,起点码头,
21334664,starting position ,起跑姿势 ,
21334665,starting sheet,出发单,
21334666,starting signal,起航信号；起跑讯号,
21334667,stationary boat,固定船,
21334668,statistics in sport and exercise,体育统计,
21334669,steady running,均速跑 ,
21334670,steady state,稳定状态,
21334671,steal,抄截,
21334672,steeplechase hurdles,障碍赛栏架,
21334673,steeplechase races,障碍赛,
21334674,steeplechess hurdle ,障碍物,
21334675,steering aids,导航标,
21334676,step,跨步跳(三级跳的第二跳)；步法（保龄球）,
21334677,step backward,向后一步,
21334678,step forward,向前一步,
21334679,step test,登阶测验,
21334680,stepping,跨步,
21334681,steps,步法,
21334682,steps sequence,连接步法,
21334683,stereotype,刻板印象,
21334684,sternocleidomastoid,胸锁乳突肌,
21334685,stewards,赛会管理人员,
21334686,stick,定住,
21334687,stick blade curve,球棍刀刃曲线,
21334688,stick checking,干扰球棍,
21334689,stick trap,用棍捕球,
21334690,stilliness,静止,
21334691,stirrup-bar,蹬的横踏板,
21334692,stoop elements,水平腾越系列动作,
21334693,stop,暂停（拳击）,
21334694,stop and go,停走,
21334695,stop board ,抵趾板,
21334696,stop cut,一般反攻劈,
21334697,stop hit,一般反攻,
21334698,stop thrust,一般反攻刺,
21334699,stop watch,码表,
21334700,stoppage,发球延误；停止比赛,
21334701,straddle jump ,俯卧式跳高,
21334702,straddle support,分腿支撑,
21334703,straight,直拳(拳击)；直道(高尔夫),
21334704,straight ball,直球,
21334705,straight line,直线球,
21334706,straight thrust,直刺,
21334707,strain ,拉伤,
21334708,strategic deception,策略性欺骗,
21334709,street,街式赛(自由车),
21334710,street disciplines,街头项目,
21334711,strength hold elements,静止力量动作,
21334712,stress management,压力管理,
21334713,stretch,直体,
21334714,stretch-shortening cycle,伸展缩短周期,
21334715,stretcher,脚蹬板；担架,
21334716,stretching,伸展,
21334717,stride,步幅,
21334718,stride rate ,步频,
21334719,strike,击中,
21334720,strike out,三振,
21334721,striking circle,射击圈,
21334722,striking position,击球位置,
21334723,striking surface of racket,击球拍面,
21334724,string,球拍线,
21334725,strings,弓弦（射箭）,
21334726,strip,卸下马鞍,
21334727,stroke,打击（高尔夫）,
21334728,stroke play,比杆赛,
21334729,stroke-play,比杆赛,
21334730,stud book,马档案,
21334731,stud farm,育马场,
21334732,style of close-table attack,近台快攻打法,
21334733,style of forehand and backhand loop,两面弧圈球打法,
21334734,sub-culture,次文化,
21334735,Subjective Exercise Experiences Scale  {= SEES},主观健身运动经验量表,
21334736,substitute,队员席,
21334737,substitution,换人{田径},
21334738,successful rate,成功率,
21334739,sudden death,骤死赛,
21334740,sudden-death shootout,骤死赛点球大战   ,
21334741,Sudirman Cup,苏迪曼杯,
21334742,suit,击剑服,
21334743,sumi gaeshi,隅返摔,
21334744,sumi-gaeshi,隅返摔,
21334745,sun block,防晒油,
21334746,sun glass,太阳镜,
21334747,sunglasses,太阳眼镜,
21334748,sunscreen,防晒乳,
21334749,supercompensation,超补偿,
21334750,supercompensation of muscle glycogen,肝糖超补法,
21334751,supination ,旋后,
21334752,support scale elements,上水平系列力量动作,
21334753,support scales at ring height or swallow,齐环水平系列力量动作,
21334754,surcingle,马腹带,
21334755,surcingle loop,马腹带扣,
21334756,surfskate skateboard,冲浪型滑板,
21334757,suspend,暂停,
21334758,suspended game,保留比赛,
21334759,suspension,避震,
21334760,sutemi-waza,舍身技,
21334761,sweat test,流汗测试,
21334762,Swedish relay race,异程接力,
21334763,sweet spot,击球甜蜜点,
21334764,swim cap,泳帽,
21334765,swimmer,游泳选手,
21334766,Swimming World Cup,世界杯游泳巡回赛,
21334767,swing,摆击拳(拳击)；摆动,
21334768,swing arm,摆动臂,
21334769,swing path,挥杆路径,
21334770,swings to strength hold elements,吊环摆动力量动作,
21334771,switch,反脚站姿{滑板},
21334772,switch leap,交换分腿跳,
21334773,switch leap with ¼ turn (90°) to side split (Johnson),詹森跳,
21334774,swordsman,击剑运动员,
21334775,swordsmanship,击剑剑术,
21334776,symbol,象征,
21334777,symbolism,象征主义,
21334778,synchronisation,同步,
21334779,synchronised diving,双人跳水,
21334780,synchronization,协调同步,
21334781,synchrony,同步,
21334782,system,阵式（曲棍球）,
21334783,system of scoring,计分系统,
21334784,systematic observation,系统观察法,
21334785,T-square,弦距量测尺（射箭）,
21334786,tachi-waza,站立摔法,
21334787,tack,帆前角,
21334788,tacking,迎风换舷,
21334789,tacking back,背后抢球,
21334790,tackle,抢断；拦截(抄球),
21334791,tackle back,回击,
21334792,tackle point,防守得分（卡巴迪）,
21334793,tactical training methods,战术训练方法,
21334794,Taekwondo world cup,跆拳道世界杯,
21334795,tai otoshi,体落,
21334796,tai-sabaki,取位,
21334797,tail,板尾{滑板},
21334798,take,完成攀登下放(攀岩),
21334799,take off,起跳,
21334800,take your marks,预备,
21334801,take-off area,起跳区,
21334802,take-off board ,起跳板,
21334803,take-off leg,起跳腿,
21334804,take-off line,起跳线,
21334805,take-off mark,起跳标志,
21334806,take-over,接棒区,
21334807,take-over mark,接棒区标志,
21334808,take-over umpire,接棒区裁判,
21334809,tandem,协力车赛,
21334810,tandems,协力车,
21334811,tang,剑身末端,
21334812,tani otoshi,谷落,
21334813,tank rowing,划桨池划船,
21334814,tap,击打,
21334815,tap parry,击打式防守,
21334816,tapering,赛前减量；减量训练,
21334817,target,有效部位；标靶,
21334818,target area,有效面积,
21334819,target control system,控靶系统,
21334820,target face,靶纸（射箭）,
21334821,target field,有效部位,
21334822,target frame,靶架,
21334823,Target Heart Rate {= THR} range,目标心跳区,
21334824,target lines,目标标示线,
21334825,target sprint,冲刺射击,
21334826,target table,靶位表,
21334827,tatami,柔道垫,
21334828,tate-shiho-gatame,骑态上四方压制；纵四方压制,
21334829,te-waza,手技,
21334830,teacher feedback,教师回馈,
21334831,Teaching Games for Understanding {= TGfU},理解式教学法,
21334832,teaching material of physical education,体育教学教材,
21334833,teaching objectives in Physical Education,体育教学目标,
21334834,team,团体,
21334835,team competition,成队竞赛,
21334836,team diving,混合全能跳水,
21334837,team event,团体赛,
21334838,team list,球队名单,
21334839,team official,球队职员,
21334840,team Pursuit,团队追逐赛,
21334841,team sprint,团队竞速赛,
21334842,team uniform,团体队服,
21334843,team-work,团队精神,
21334844,technical analysis,技术分析,
21334845,technical and competition rules and regulations,技术与比赛规则暨施行细则,
21334846,technical and qualifying rankings,技术性和资格赛排名,
21334847,technical area,技术区域,
21334848,technical assistance zone,维修区,
21334849,technical controllers,技术管制员,
21334850,technical delegate,技术委员,
21334851,technical foul,技术犯规,
21334852,technical knock out{=TKO},技术击倒,
21334853,technical manager,技术经理,
21334854,technical meeting,技术会议,
21334855,technical movement,技术动作,
21334856,technical officials’ and competition management tables,技术职员及竞赛管理席,
21334857,technical routine,技术自选,
21334858,technical swimming committee,游泳技术委员会,
21334859,technical time-outs,技术暂停（排球）,
21334860,technical training methods,技术训练方法,
21334861,technique grading,技术评判,
21334862,technology and information system {=TIS},技术及资讯系统,
21334863,tee ,中心孔；圆心孔{冰壶},
21334864,tee mark,发球标志,
21334865,telescope,望远镜,
21334866,tempo race,节奏抢分赛,
21334867,tempo run,节奏跑,
21334868,tempt,挑引,
21334869,tendinitis；tendonitis,肌腱炎,
21334870,tennis court,网球场,
21334871,tennis elbow ,网球肘,
21334872,tennis leg,网球腿,
21334873,tennis racket,网球拍,
21334874,tension,压击；收紧绳,
21334875,test weigh-in room,试磅室,
21334876,the academic of physical education,体育学术,
21334877,the apparatus chair,专项裁判长,
21334878,the apparatus jury,专项裁判组,
21334879,the approach,助跑(撑竿跳),
21334880,the concepts of physical education,体育概念,
21334881,the death inside sports,竞技运动中的死亡,
21334882,the essence of physical education,体育本质,
21334883,the expedite system,促进制度,
21334884,the field of soccer,足球场,
21334885,the finish line,终点线,
21334886,the first group,第一集团,
21334887,the fist,正拳,
21334888,the high toss serve,高抛式发球,
21334889,The International Association for the Philosophy of Sport {= IAPS},国际运动哲学学会,
21334890,the invention of tradition,传统的发明,
21334891,the libero player,自由球员,
21334892,the net assembly,球网装置,
21334893,The Open Championship,英国公开赛,
21334894,the overall impression,整体印象,
21334895,the philosophy of physical education,体育哲学,
21334896,the plant,插竿(撑竿跳),
21334897,the principle of specificity,特殊性原则,
21334898,the principle of sports competition,运动竞赛原则,
21334899,the principles of kinesiology,人体运动学原理,
21334900,the raised shoulder,凸肩,
21334901,the recorder,成绩纪录员,
21334902,the reporting time,检录时间表,
21334903,the rights of sport,运动权利,
21334904,the rules of 5 meters,5公尺规则,
21334905,the shoulder,肩顶（籐球）,
21334906,the sixth beat,六分位姿势击打,
21334907,the sixth invito,六分位姿势挑引,
21334908,the sixth parry,六分位姿势防守,
21334909,the sixth position,六分位姿势,
21334910,the start line,起跑线,
21334911,the stop board,抵趾板,
21334912,the swaying speed,摆速,
21334913,the third beat,三分位姿势击打,
21334914,the third invito,三分位姿势挑引,
21334915,the third parry,三分位姿势防守,
21334916,The three-stage techniques,三段技术,
21334917,the turn,转体(撑竿跳),
21334918,The World Games,世界运动会,
21334919,Theatrical Dance,剧场舞蹈,
21334920,thebreakageof an essential part of thebicycle,自由车的主要部分故障,
21334921,theories of play,游戏理论,
21334922,therapeutic exercise,运动治疗,
21334923,thin shot,过薄球,
21334924,third baseman,三垒手,
21334925,third point；forty,40分 (网球),
21334926,third-base coach,三垒教练,
21334927,Thomas Cup,汤姆斯杯,
21334928,three pass away,三线防守,
21334929,three point shot,三分球,
21334930,three tracks,三蹄迹,
21334931,three-day eventing,三日赛,
21334932,three-second violation,三秒违例,
21334933,throat lash,咽喉革,
21334934,through pass,穿越传球,
21334935,through the green,果岭通道,
21334936,throw and catch,抛接,
21334937,throw-in,掷球入场,
21334938,throwing,投掷,
21334939,throwing arc,起掷弧,
21334940,throwing arm,投掷臂,
21334941,throwing circle,投掷圈,
21334942,throwing events,掷部赛事,
21334943,throwing motion,投掷动作,
