ID,英文詞彙,中文詞彙,更新日期
21371838,trailer deck,拖车甲板；滚装甲板,2025-06-24
21371839,trailing gas shield,尾随气体遮护,2025-06-24
21371840,trailing harpin,艉柱牵条,2025-06-24
21371841,train deck,火车甲板；列车甲板,2025-06-24
21371842,transition thickness,过渡厚度,2025-06-24
21371843,transoceanic navigation,远洋航行,2025-06-24
21371844,transparency,透明性；清晰性；透明度,2025-06-24
21371845,transverse bend test,横向弯曲试验,2025-06-24
21371846,transverse bend test specimen,横向弯曲试片,2025-06-24
21371847,tributyl phosphate,磷酸三丁酯,2025-06-24
21371848,trichlorobenzene,三氯苯,2025-06-24
21371849,triple grip anchor,三爪锚,2025-06-24
21371850,trip-wire stimulator,船模激紊装置,2025-06-24
21371851,Trotman's anchor,有杆折爪锚；特罗特曼锚,2025-06-24
21371852,trough-line,槽线,2025-06-24
21371853,true negative rate,真阴率；真阴性率；真负率,2025-06-24
21371854,true positive rate,真阳率；真阳性率；真正率,2025-06-24
21371855,tube worm,管虫,2025-06-24
21371856,tubing anchor,油管锚；管系锚,2025-06-24
21371857,tuned liquid damper (TLD),谐调液体阻尼器,2025-06-24
21371858,tuned mass damper (TMD),谐调质量阻尼器,2025-06-24
21371859,tungsten arc inert gas welding (TIG),气体遮蔽钨弧銲；钨极惰性气体保护銲,2025-06-24
21371860,tungsten inert gas arc welding (TIG),气体遮蔽钨弧銲；钨极惰性气体保护銲,2025-06-24
21371861,Turning test,图灵测试,2025-06-24
21371862,two stars navigation,双星导航,2025-06-24
21371863,two-dimensional heat flow,二维热传导,2025-06-24
21371864,two-head welding,双枪銲接,2025-06-24
21371865,two-run welding,双道銲接,2025-06-24
21371866,Tyzack's anchor,泰泽克锚,2025-06-24
21371867,ultimate factor of safety,极限安全系数,2025-06-24
21371868,ultimate limit state (ULS),终极极限状态,2025-06-24
21371869,ultimate load safety factor,极限负荷安全系数,2025-06-24
21371870,ultimate safety factor,极限安全系数,2025-06-24
21371871,ultrasonic height sensor,超音波高度感测器{水翼船},2025-06-24
21371872,ultra-violet (UV),紫外线,2025-06-24
21371873,uncertainty factor,不确定性因子；不确定因子,2025-06-24
21371874,uncertainty level,不确定性水平；不确定性程度；不确定性等级,2025-06-24
21371875,under full steam,全速航行,2025-06-24
21371876,underice navigation,冰下导航；冰下航法；冰下航行,2025-06-24
21371877,underwater navigation,潜艇航海学；水下导航；水下航行法,2025-06-24
21371878,underwater weldability,水下可銲性,2025-06-24
21371879,unified requirement (UR),统一要求；统一规定,2025-06-24
21371880,uninterruptible power supply (UPS),不断电供电系统；不间断电源,2025-06-24
21371881,United Nations number (UN number),联合国编号,2025-06-24
21371882,universal submarine simulator,通用潜体模拟器,2025-06-24
21371883,universally unique identifier (UUID),通用唯一辨识码,2025-06-24
21371884,upper bridge deck,上桥艛甲板,2025-06-24
21371885,upper gallery deck,艉上层散步甲板,2025-06-24
21371886,uppermost deck,最上层甲板,2025-06-24
21371887,upstream anchor,上游锚；迎水锚,2025-06-24
21371888,vacuum collection  holding and transfer (VCHT),真空收集保存及转移,2026-05-11
21371889,vacuum pressure impregnation (VPI),真空压力浸渍,2025-06-24
21371890,variable geometry taut leg mooring anchor,可变几何形状绷腿式系泊锚,2026-05-11
21371891,various operational scenarios,多样化操作情境,2025-06-24
21371892,velocity sensor,速度感测器,2025-06-24
21371893,veranda deck,游廊甲板,2025-06-24
21371894,vertical anchor,直立锚,2025-06-24
21371895,vertical resolution,垂直向解析度,2025-06-24
21371896,vessel traffic management system (VTMS),船舶交通管理系统,2025-06-24
21371897,vessel traffic services (VTS),船舶交通服务；船舶交通服务系统,2025-06-24
21371898,vessel traffic surveillance system (VTS),船舶交通监视系统,2025-06-24
21371899,vibrated direct embedment anchor,振动深埋锚,2025-06-24
21371900,vibrating-contact voltage regulator,振动触点式电压调整器,2025-06-24
21371901,vibrating-reed frequency meter,振簧频率计,2025-06-24
21371902,vibrating-reed frequency sensor,振簧式频率感测器,2025-06-24
21371903,vibrating-reed relay,振簧式继电器,2025-06-24
21371904,vibration absorber,吸振器,2025-06-24
21371905,vibration isolator,隔振器,2025-06-24
21371906,vibrational energy,振动能量,2025-06-24
21371907,vibrational energy absorption,振动能量吸收,2025-06-24
21371908,vibrational energy dissipation,振动能量耗散,2025-06-24
21371909,vibratory anchor,振动深埋锚；振动锚,2025-06-24
21371910,video sensor,视频感测器,2025-06-24
21371911,virtual agent,虚拟密探,2025-06-24
21371912,virtual anchor,虚拟锚定点；虚拟锚点；{计算用}实际锚定点,2025-06-24
21371913,virtual anchor routing protocol,虚拟锚点绕径协定,2025-06-24
21371914,virtual anchoring,虚拟锚定点；虚拟锚点；{计算用}实际锚定点,2025-06-24
21371915,virtual personal assistant (VPA),虚拟个人助理,2025-06-24
21371916,visual feature,视觉特征,2025-06-24
21371917,visual period,目测周期,2025-06-24
21371918,volatile organic compound (VOC),挥发性有机化合物,2025-06-24
21371919,vortex rate sensor,涡漩速率感测器,2025-06-24
21371920,voyage data recorder (VDR),航行资料记录器,2025-06-24
21371921,VPI tank,真空压力浸渍罐,2025-06-24
21371922,wagon deck,车辆甲板；车厢甲板；列车甲板,2025-06-24
21371923,waist hawser,舯横缆；腰横缆,2025-06-24
21371924,waist strakes,腰板列,2025-06-24
21371925,wake simulator,伴流模拟器,2025-06-24
21371926,walk-around deck,散步甲板 {指从一舷走到另一舷绕一周},2025-06-24
21371927,wall sided,直舷；直壁舷板,2025-06-24
21371928,warfare simulator,战争模拟器,2025-06-24
21371929,warping hawser,拖索；系缆；绞船索,2025-06-24
21371930,Wasteney-Smith stockless anchor,沃斯坦尼-史密斯无杆锚,2025-06-24
21371931,water anchor,浮锚；流锚；海锚,2025-06-24
21371932,water dispersion,水分散,2025-06-24
21371933,water level sensor,水位感测器；水位指示感测器,2025-06-24
21371934,water shipping,甲板覆浪,2025-06-24
21371935,water trough,水槽,2025-06-24
21371936,wave condition,波况,2025-06-24
21371937,wave excitation,波浪激振；波浪激励；波干扰,2025-06-24
21371938,wave excitation matrix,波浪激励矩阵,2025-06-24
21371939,wave field,波场,2025-06-24
21371940,wave field of a ship,船波区；船行波场；船行区波场,2025-06-24
21371941,wave height sensor,波高感测器,2025-06-24
21371942,wave induced fluid force,波致流体力,2025-06-24
21371943,wave induced fluid loading,波致流体负荷,2025-06-24
21371944,wave induced vibration,波致振动,2025-06-24
21371945,wave prediction,波浪预测,2025-06-24
21371946,wave simulator,模拟波形装置；造波装置,2025-06-24
21371947,weather provider,气象提供单位,2025-06-24
21371948,weather route,天气路由；天气航路,2025-06-24
21371949,weather routing,气象路由法；天气航线选定,2025-06-24
21371950,weathertight deck,风雨密甲板；防风雨甲板,2025-06-24
21371951,weepage,渗漏,2025-06-24
21371952,weld area,銲接区域,2025-06-24
21371953,weld crown,銲冠,2025-06-24
21371954,weld crown height,銲冠高,2025-06-24
21371955,weld defect,銲道缺陷；銲缝缺陷,2025-06-24
21371956,weld groove,銲槽,2025-06-24
21371957,weld interface,銲接界面,2025-06-24
21371958,weld metal deposition rate,銲接金属熔填速率,2025-06-24
21371959,weld preparations,銲道准备,2025-06-24
21371960,weld rotation,銲道旋转角,2025-06-24
21371961,weld slope,銲道斜率,2025-06-24
21371962,weld thickness,銲道厚度,2025-06-24
21371963,weld width,銲道宽度,2025-06-24
21371964,welded equipment removable plates (WERPs),銲接设备可拆卸板,2025-06-24
21371965,welding and assembling production line,銲装生产线,2025-06-24
21371966,welding coordination personnel,銲接管理人员,2025-06-24
21371967,welding pool,銲池；熔池,2025-06-24
21371968,welding production engineer,銲接生产工程师；銲装工程师,2025-06-24
21371969,welding production line,銲装生产线,2025-06-24
21371970,welding production time,銲装时间；銲接生产时间,2025-06-24
21371971,welding productivity,銲接生产力,2025-06-24
21371972,welding schedule,銲接计划表,2025-06-24
21371973,welding sequence schedule,銲接顺序计划表,2025-06-24
21371974,welding slag,銲渣,2025-06-24
21371975,welding spatter,銲渣；銲溅物,2025-06-24
21371976,wherry anchor,小艇锚,2025-06-24
21371977,whipstaff,舵柄；垂直舵柄,2025-06-24
21371978,whisker harpin,艏柱牵条,2025-06-24
21371979,whole moulding ,完整放样,2025-06-24
21371980,wicking, 銲锡流,2025-06-24
21371981,wind and water strakes,水线部板列{轻载水线与满载水线间的船舷板},2025-06-24
21371982,wind tower,风力塔,2025-06-24
21371983,windward,上风，迎风面,2025-06-24
21371984,wing deck,舷伸甲板 {明轮船或河内航行船由两舷向外伸出的甲板},2025-06-24
21371985,wing girder,舭桁材；舭内龙骨,2025-06-24
21371986,wing transom ,艉柱顶横材；船尾横翼材,2025-06-24
21371987,wire feed speed (WFS),供线速率,2025-06-24
21371988,wire hawser,钢丝缆；钢缆,2025-06-24
21371989,wireless ad hoc network (WANET),无线随意网路,2025-06-24
21371990,wireless fidelity (WiFi),无线保真,2025-06-24
21371991,wireless intelligent collector (WIC),无线智能采集器,2025-06-24
21371992,wishbone anchor,叉架铲形锚,2025-06-24
21371993,wishbone frame,愿骨支架；叉骨支架,2025-06-24
21371994,wood and wood,木钉接合材,2025-06-24
21371995,wood-slat deck,{潜艇}木板条甲板{上层建筑非水密},2025-06-24
21371996,work breakdown structure (WBS),工作分解结构,2025-06-24
21371997,working deck,工作甲板,2025-06-24
21371998,working deck area,工作甲板面积,2025-06-24
21371999,working depth rating,额定工作深度,2025-06-24
21372000,worm shoe,龙骨防蠕虫护木靴；假龙骨,2025-06-24
21372001,wrapping boards,包装板,2025-06-24
21372002,wrecking anchor,应急救生锚,2025-06-24
21372003,wringhead,攥紧头,2025-06-24
21372005,wrunghead  binding strakes,攥紧头固定板条,2025-06-24
21372006,wrunghead wale,攥紧头船缘凸条,2025-06-24
21372007,yarmouth roads cupboard,易排水敞式橱柜；雅茅斯罗兹橱柜,2025-06-24
21372008,yaw-checking anchor,止荡锚,2025-06-24
21372009,zapp,高性能镍钴钛合金,2025-06-24
21372010,zero upcrossing period,往上跨零周期,2025-06-24
21372011,zine anode for protection (ZAP),防腐蚀锌阳极,2025-06-24
21372012,ρ-θ navigation,极坐标导航；距离-角度导航,2025-06-24
21399161,bible block,修补木料,2026-05-11
21399162,dichloropropene mixtures,二氯丙烯混合物,2026-05-11
21399163,diphenyl oxide mixture,二苯醚混合物,2026-05-11
21399164,dodecyl mixt,甲基丙烯十二混合物,2026-05-11
21399165,earmuff muff,耳罩,2026-05-11
21399166,ethylene oxide mixture,环氧乙烷混合物,2026-05-11
21399167,meter wave radar  radar,米波雷达 {波长1m以上，工作频率30~300MHz},2026-05-11
21399168,millimeter wave rader radar,毫米波雷达 {波长1~10mm，工作频率30~300GHz},2026-05-11
21399169,nitropropane  mixture,硝基丙烷混合物,2026-05-11
21399170,optical navigation,光学导航,2026-05-11
21399171,IR navigation,红外线导航,2026-05-11
21399172,yellow phosphorus,黄磷,2026-05-11
21399173,plough anchor,单爪犁锚；单臂犁锚；犁形锚,2026-05-11
21399174,reactivate,复役；启封,2026-05-11
21399175,sea star ,海星,2026-05-11
21399176,shipping industry ,航运业；海洋运输产业,2026-05-11
21399177,sodium borohydride,氢硼化钠 溶液,2026-05-11
21399178,top-down pose estimation,由上而下人体姿态估测 {软体工程},2026-05-11
21399180,"""at sea"" test",海上测试,2026-05-14
21399181,"""full and down"" design model",满舱满载设计模式,2026-05-14
21399182,3L navigation age,3L航海年代{用三个以L字母开头的航仪来航海的年代-计程仪{Log}、测锤{Lead}和瞭望{Look-out}},2026-05-14
21399183,"5"" caliber gun",五英寸舰炮；五吋炮,2026-05-14
21399184,5L navigation age,5L航海年代{用五个以L字母开头的航仪来航海的年代-计程仪{Log}、测锤{Lead}、瞭望{Look-out}、纬度{Latitude}及经度{Longitude}},2026-05-14
21399185,above limit fatigue crack,超过疲劳极限裂纹,2026-05-14
21399186,above water signature,水线上外形讯迹；水线上外形特征,2026-05-14
21399187,above water structure,水线上结构,2026-05-14
21399188,access for preservation,防腐用出入口,2026-05-14
21399189,accidental condition,意外状况,2026-05-14
21399190,accidental load,事故负荷,2026-05-14
21399191,accidental overpressurisation,意外超压,2026-05-14
21399192,accommodation margin,住舱裕度,2026-05-14
21399193,accumulator air-charging manifold,压缩空气瓶充气阀箱；蓄压器充气阀箱,2026-05-14
21399194,acrylic resin,丙烯酸树脂,2026-05-14
21399195,acrylies,丙烯酸树脂,2026-05-14
21399196,action model,作用力模型,2026-05-14
21399197,active measure,主动措施,2026-05-14
21399198,adaptability,适应性,2026-05-14
21399199,added mass matrix,附加质量矩阵,2026-05-14
21399200,added momentum,附加动量,2026-05-14
21399201,additional ice strengthening,额外抗冰加强,2026-05-14
21399202,adequate reliability,足够的可靠度,2026-05-14
21399203,Admiralty long stalk T-bar,英国海军部长柄T-型材；长柄T-型材{英国海军用},2026-05-14
21399204,aesthetic problem,审美问题；美感问题,2026-05-14
21399205,ahead running,前进航行；顺伡,2026-05-14
21399206,aids to navigation,航标,2026-05-14
21399207,air blast load,空中爆炸负荷；核爆炸冲击波负荷,2026-05-14
21399208,air tactical data link,对空战术数据链,2026-05-14
21399209,air tugger,风动绞伡；气动绞伡,2026-05-14
21399210,air tugger winch,风动绞伡；气动绞伡,2026-05-14
21399211,airburst,空爆；空中爆炸,2026-05-14
21399212,alternative design approaches,多方案设计法；替代设计法；择一设计法,2026-05-14
21399213,alumina and silicon carbide composite,氧化铝及碳化矽复合材料；刚玉及金刚砂复合材料；氧化铝-碳化矽复合材料；铝氧化物-碳化矽复合材料,2026-05-14
21399214,American Standard of Testing Materials (ASTM),美国材料试验标准,2026-05-14
21399215,ammunition room,弹药舱,2026-05-14
21399216,anchor hold,锚抓力,2026-05-14
21399217,anchor mine,锚雷,2026-05-14
21399218,anchored mine,锚雷,2026-05-14
21399219,angling,斜置；垂钓；钓鱼,2026-05-14
21399220,antenna configuration,天线构形,2026-05-14
21399221,antenna type mine,触线水雷；长触须水雷,2026-05-14
21399222,anti-landing mine,反登陆水雷,2026-05-14
21399223,antisubmarine mine,反潜水雷,2026-05-14
21399224,antisweep mine,反扫水雷,2026-05-14
21399225,applied design shear stress,作用设计剪应力；设计施加剪应力,2026-05-14
21399226,applied stress,作用应力,2026-05-14
21399227,applied torque,作用扭矩；外加扭矩；施加扭矩,2026-05-14
21399228,appraisal procedure,评估程序,2026-05-14
21399229,approach on the deck,超低空接近,2026-05-14
21399230,arc of fire,火力弧线；射击弧线,2026-05-14
21399231,armament condition of readiness,武器战备状态,2026-05-14
21399232,arrangeability,可整理性,2026-05-14
21399233,arrangeable deck area,可安排的甲板区域,2026-05-14
21399234,artificial neural network (ANN),人工神经网路,2026-05-14
21399235,as-built structure,峻工结构,2026-05-14
21399236,asdic silence,声纳听声工况；声纳寂静,2026-05-14
21399237,as-rolled scantling,轧制构件尺寸,2026-05-14
21399238,assembly sequence,装配顺序,2026-05-14
21399239,assembly stage,组装阶段；组合阶段,2026-05-14
21399240,assigning authority,船舶检验机构,2026-05-14
21399241,astern running,倒伡航行,2026-05-14
21399242,athwartship signature,船舶横向讯迹；船舶横向{物理场}特征；船体横向特征信号,2026-05-14
21399243,attached deck structure,附著的甲板结构,2026-05-14
21399244,augmented reality waveguide (AR waveguide),扩增实境光波导,2026-05-14
21399245,austenitic/ferritic stainless steel,奥斯体/肥粒体双联不锈钢,2026-05-14
21399246,authorities concerned,有关当局,2026-05-14
21399247,authority to pay,托付,2026-05-14
21399248,authority to purchase,托购,2026-05-14
21399249,auxiliary generator loading resistor,辅助发电机负载电阻；辅助发电机镇流电阻,2026-05-14
21399250,available ice information,有效冰资讯；可用冰资讯,2026-05-14
21399251,avoidance of old ice,避碰陈年冰；避开陈年冰,2026-05-14
21399252,back propagation (BP),倒传；倒传递；反向传递,2026-05-14
21399253,back propagation (BP) network,倒传网路；倒传递网路；反向传递网路,2026-05-14
21399254,back propagation neural network (BPNN),倒传神经网路；倒传递神经网路；反向传递神经网路,2026-05-14
21399255,back running,退后航行；倒伡,2026-05-14
21399256,backward running,退后航行；倒伡,2026-05-14
21399257,bad practice,不良作法；不良工作法；不良施作法；不良施工法,2026-05-14
21399258,baggage hold,行李舱,2026-05-14
21399259,bait hold,饵料舱,2026-05-14
21399260,balanced design,均衡设计,2026-05-14
21399261,balanced weave,均衡编织{经纬双向},2026-05-14
21399262,balanced weaves,均衡编织布{经纬双向},2026-05-14
21399263,ballistic protection,防弹保护,2026-05-14
21399264,basic design improvement,基本设计改进,2026-05-14
21399265,basin dock,船渠；渠道式船坞,2026-05-14
21399266,battery charging room,电池充电室,2026-05-14
21399267,berthing load,靠泊负荷,2026-05-14
21399268,bevel butt,斜坡口对接,2026-05-14
21399269,Bezier curve,贝兹曲线；贝塞尔曲线,2026-05-14
21399270,biased weave,斜纹编织,2026-05-14
21399271,biased weaves,斜纹编织布,2026-05-14
21399272,biassed weave,斜纹编织,2026-05-14
21399273,biassed weaves,斜纹编织布,2026-05-14
21399274,biaxial stress effect,双轴向应力效应,2026-05-14
21399275,bicameral architecture (BA),双院制结构,2026-05-14
21399276,bimoment,双力矩；弯曲-扭转复合力矩；弯扭复合力矩,2026-05-14
21399277,black box modularity (BBM),黑盒模块化,2026-05-14
21399278,black box/thin wire (BB/TW),黑盒/细线结构,2026-05-14
21399279,blast resistance,抗爆；防爆,2026-05-14
21399280,blast resistant structure,防爆结构,2026-05-14
21399281,blasting explosive,爆破用炸药；烈性炸药,2026-05-14
21399282,blind approach,用仪表降落；盲进,2026-05-14
21399283,block dolly track,滑车移动轨道,2026-05-14
21399284,blockade mine,沉底水雷,2026-05-14
21399285,bodily motion,船身身体运动；身体运动；船体低频弹振,2026-05-14
21399286,body of philosophy,逻辑体系,2026-05-14
21399287,Bond interest,证券利息,2026-05-14
21399288,boom derrick,带吊臂起重机；动臂起重机；吊臂式起重架,2026-05-14
21399289,boost mode,加力模式,2026-05-14
21399290,BOP {=blowout preventer=blowout preventor},防喷泄气阀,2026-05-14
21399291,BOP transporter fork,防喷泄气阀运送机叉；防喷器运输叉,2026-05-14
21399292,BOP transporter frame,防喷泄气阀运送机架；防喷器运输架,2026-05-14
21399293,BOP transporter rails and raking,防喷泄气阀运送机轨道与堆架；防喷器运输轨道及倾斜装置,2026-05-14
21399294,bottom mine,沉底水雷,2026-05-14
21399295,bow region,船首部区域,2026-05-14
21399296,bow tie analysis,蝶形图分析；蝴蝶结分析；领结分析,2026-05-14
21399297,bracket arm,托架臂；架臂,2026-05-14
21399298,bracketed connection,腋板式接头,2026-05-14
21399299,bridge approach,桥区航道；引桥；桥头引道,2026-05-14
21399300,bridge front,桥艛前面,2026-05-14
21399301,brittle failure,脆性破裂,2026-05-14
21399302,build up thickness,堆叠厚度；堆砌厚度,2026-05-14
21399303,bulk cargo hold,散货舱,2026-05-14
21399304,bulkhead framing,舱壁骨架,2026-05-14
21399305,bulkhead grillage,舱壁板架,2026-05-14
21399306,bulkhead penetration,舱壁穿孔,2026-05-14
21399307,bulkhead stool,舱壁座,2026-05-14
21399308,bulkhead stuffing box,隔舱填料涵；舱壁填料涵,2026-05-14
21399309,buoy for repairing,修船浮筒,2026-05-14
21399310,buoy shackle,浮筒卸扣,2026-05-14
21399311,buoyant antenna mine,触线浮雷,2026-05-14
21399312,buoyant mine,浮雷,2026-05-14
21399313,buoyant state,浮力状态,2026-05-14
21399314,buoy-towing winch,浮标拖缆机；浮标拖缆绞机,2026-05-14
21399315,caliber,炮径；枪口径,2026-05-14
21399316,calm water speed/power curve,静水速率/马力曲线,2026-05-14
21399317,car hold,汽车舱,2026-05-14
21399318,carbon fiber {fibre} composite,碳纤维复合材料,2026-05-14
21399319,carbonized steel,渗碳钢,2026-05-14
21399320,carrier-controlled approach,航空母舰控制降落,2026-05-14
21399321,case carbonized alloy steel,表面渗碳合金钢,2026-05-14
21399322,case-based reasoning (CBR) system ,案例式推理系统；案例为本的推理系统,2026-05-14
21399323,case-cemented steel,表面硬化钢；渗碳钢,2026-05-14
21399324,case-hardened steel,表面硬化钢；渗碳钢,2026-05-14
21399325,catalytic cracking,催化裂化,2026-05-14
21399326,causal event,起因事件,2026-05-14
21399327,cause and consequence analysis (CCA),因果分析,2026-05-14
21399328,cellulose chain,纤维素分子链,2026-05-14
21399329,central safety factor,中心安全系数,2026-05-14
21399330,certain event,必然事件,2026-05-14
21399331,certified toughness,合格韧性；合格韧度,2026-05-14
21399332,certifying authority,发证机构；证明机构,2026-05-14
21399333,cham shell grab,双颚抓斗,2026-05-14
21399334,chamfering,导角；去角；倒棱,2026-05-14
21399335,chamotte sand,熟料砂,2026-05-14
21399336,charpy crystallinity,沙比结晶度,2026-05-14
21399337,Charpy crystallinity level,沙比结晶度水准,2026-05-14
21399338,Charpy energy,沙比能量,2026-05-14
21399339,chemical mine,化学水雷,2026-05-14
21399340,chilled steel,冷淬钢,2026-05-14
21399341,chloride,氯化物；漂白粉；漂白剂；氯离子,2026-05-14
21399342,chloride content,氯化物含量；氯离子含量,2026-05-14
21399343,choke and kill manifold,扼压总管；阻塞与注杀总管；阻流压井管汇,2026-05-14
21399344,chopped glass fibre,短切玻纤,2026-05-14
21399345,chrome manganese steel,铬锰钢,2026-05-14
21399346,chrome molybdenum steel,铬钼钢,2026-05-14
21399347,chrome nickel steel,铬镍钢,2026-05-14
21399348,chrome plated steel,镀铬钢,2026-05-14
21399349,chrome tungsten steel,铬钨钢,2026-05-14
21399350,chronological sequence,时间顺序；按时间顺序；年代顺序,2026-05-14
21399351,city tap water,城市自来水,2026-05-14
21399352,class of naval ship,舰级,2026-05-14
21399353,classification society rules,船级协会规则；船级协会规范,2026-05-14
21399354,cleavage fracture,晶状断口,2026-05-14
21399355,close section stiffener,闭合截面加强材,2026-05-14
21399356,closed dock {=enclosed dock},通潮闸坞；有闸港池；封闭式港池,2026-05-14
21399357,coal hold,煤舱,2026-05-14
21399358,cobalt steel,钴钢,2026-05-14
21399359,coefficient of thermal expansion,热膨胀系数,2026-05-14
21399360,coherency function,凝聚函数,2026-05-14
21399361,cold condition,寒冷条件；冷天气条件,2026-05-14
21399362,cold resistance test,耐寒试验,2026-05-14
21399363,collapse stress,崩溃应力,2026-05-14
21399364,collision approach,船舶接近碰撞；船舶碰撞接近,2026-05-14
21399365,collision damage,碰撞损伤,2026-05-14
21399366,combat control console in bridge,舰桥作战控制台,2026-05-14
21399367,combat system design of naval ship,舰船作战系统设计,2026-05-14
21399368,comber,卷浪；拍岸浪；碎浪；破浪,2026-05-14
21399369,combined event,组合事件,2026-05-14
21399370,combined failure mode,组合损坏模式,2026-05-14
21399371,combined load effect,组合负荷效应,2026-05-14
21399372,combined mast and funnel,结合式桅与烟囱,2026-05-14
21399373,combined probability density function,联合机率密度函数,2026-05-14
21399374,command communication,指挥通信,2026-05-14
21399375,command of sea,制海权,2026-05-14
21399376,command-detonated mine,控制击发水雷；控发水雷,2026-05-14
21399377,command-fire mine,控制击发水雷；控发水雷,2026-05-14
21399378,commanding officer's suite,指挥官室；舰长套房,2026-05-14
21399379,commercial setting,商业环境；商业编组；商船队,2026-05-14
21399380,commercial vessels setting,商业船舶配置,2026-05-14
21399381,common material,普通材料,2026-05-14
21399382,communication ship,通信船,2026-05-14
21399383,communication sonar,通信声纳,2026-05-14
21399384,communication to submarine,对潜通信,2026-05-14
21399385,complete collapse,完全崩塌；全面崩溃,2026-05-14
21399386,complex roll,复合轧辊,2026-05-14
21399387,component fatigue,部件疲劳；构件疲劳,2026-05-14
21399388,component margin,构件裕度,2026-05-14
21399389,composite,复合物；复材,2026-05-14
21399390,composition of alloy,合金成分,2026-05-14
21399391,composition of compound,化合物组成,2026-05-14
21399392,composition of forces,力的合成；合力,2026-05-14
21399393,composition of motions,运动合成,2026-05-14
21399394,composition of steel,钢的成分,2026-05-14
21399395,composition of vectors,向量合成,2026-05-14
21399396,composition of velocities,速度合成,2026-05-14
21399397,compression-bending interaction,压缩与弯曲交互作用；压-弯互制,2026-05-14
21399398,compressive failure,压缩失效；压缩损坏；压坏,2026-05-14
21399399,compsition of manganese nodules,锰结核成分；锰核成分,2026-05-14
21399400,computer method,电子计算机方法；电脑法,2026-05-14
21399401,concave corner,凹角,2026-05-14
21399402,concussion mine,激发水雷,2026-05-14
21399403,conditional event,条件事件,2026-05-14
21399404,conformal dectection sonar,共形探测声纳,2026-05-14
21399405,connected debugging,对接联调；对接联合调校；连线侦错；连线除错,2026-05-14
21399406,conning tower pressure hull,{潜艇}指挥台压力壳；司令塔压力壳,2026-05-14
21399407,consequential loss insurance,灾后损失保险；间接损失保险,2026-05-14
21399408,constant ice observation,持续冰情观察,2026-05-14
21399409,constant shear stress rectangular element (CSSR element),恒定剪应力矩形元素,2026-05-14
21399410,constant strain triangular element (CST element),恒定应变三角形元素；恒应变三角形元素,2026-05-14
21399411,construction cost,建造成本,2026-05-14
21399412,construction labour cost,建造人工成本,2026-05-14
21399413,construction margin,施工裕度,2026-05-14
21399414,construction standards,建造标准,2026-05-14
21399415,construction tolerance,施工容差,2026-05-14
21399416,constructional complication,施工复杂性；构造复杂性,2026-05-14
21399417,constructional steel,结构钢；建筑钢,2026-05-14
21399418,contact mechanical mine,机械触发水雷,2026-05-14
21399419,contact mine,触发水雷,2026-05-14
21399420,containment,抑制；遏止；围堵,2026-05-14
21399421,contingency,意外事件；不测事件,2026-05-14
21399422,continuity condition,连续条件,2026-05-14
21399423,continuity of conductivity,导电性连续性；导电连续性,2026-05-14
21399424,continuous high load,连续高负荷,2026-05-14
21399425,continuous running,连续运转,2026-05-14
21399426,contract design phase,合约设计阶段,2026-05-14
21399427,control hazard and operability analysis (CHAZOP),控制危险及可操作性分析；计算机危险及可操作性分析,2026-05-14
21399428,controlled mine,控制击发水雷；控发水雷,2026-05-14
21399429,convenient material,适宜材料；易加工材料；方便材料,2026-05-14
21399430,convenient speed,适航速度；适宜速率,2026-05-14
21399431,conventional practice,惯例,2026-05-14
21399432,convex corner,凸角,2026-05-14
21399433,convex limit-state surface,凸极限状态曲面；凸极限状态面,2026-05-14
21399434,convolutional neural network (CNN),卷积神经网路,2026-05-14
21399435,cooling condition,冷却条件；冷却状态；冷态,2026-05-14
21399436,Co-Packaged Optics (CPO),共封装光学模组；共同封装光学,2026-05-14
21399437,copper-nickel,铜镍合金；白铜；康铜,2026-05-14
21399438,cost and labour intensive production,成本及人力密集型生产{FRP},2026-05-14
21399439,cost efficiency parameter,成本效率参数；成本效益参数,2026-05-14
21399440,cost minimization,成本最小化,2026-05-14
21399441,cost/weight trade-off study,成本/重量比权衡研究,2026-05-14
21399442,countermine,反水雷；反地雷；反地道；对抗地道；对抗计划,2026-05-14
21399443,course angle,航向角,2026-05-14
21399444,crack arrest capability,阻裂能力,2026-05-14
21399445,crack arrest steel,阻裂钢,2026-05-14
21399446,crack arresting quality,阻裂品质,2026-05-14
21399447,crack arresting quality steel,阻裂品质钢,2026-05-14
21399448,crack arresting strake,阻裂板列,2026-05-14
21399449,crack initiation,裂纹发源；裂纹开始,2026-05-14
21399450,cracking in underwater weldment,水下銲接龟裂,2026-05-14
21399451,cracking of crude oil,原油裂化,2026-05-14
21399452,cracking of heat-affected zone,热影响区开裂,2026-05-14
21399453,cracking of submarine pipe due to hydrogen sulphide gas,硫化氢{H2S}气体导致水下管裂；硫化氢{H2S}气体导致潜艇管裂,2026-05-14
21399454,cracking on loss of hydrogen,失氢纹裂,2026-05-14
21399455,crash astern braking resistor,紧急倒伡制动电阻器,2026-05-14
21399456,crash astern maneuver,紧急倒伡操纵,2026-05-14
21399457,crash astern profile,紧急倒伡特性参数历时图,2026-05-14
21399458,crash astern simulation,紧急倒伡模拟,2026-05-14
21399459,credibility,可信度；可信性；确实性,2026-05-14
21399460,critical area,临界区域；临界范围,2026-05-14
21399461,critical compression strength,临界抗压强度,2026-05-14
